docID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
85,percent,news,consumer,spending,data,fed,reuters,market,nasdaq,week,lower,york,shares,eminis,contracts,business,company,trading,dow,sp,nexstar,split,technology,gains,minutes,delayed,monday,friday,yellen,set,premarket,markets,rates,looking,rate,thomson,stock,traded,increase,information,comments,finance,quarter,rockwell,publicly,alcoa,strongerthanexpected,worlds,wiping,auction
86,spending,news,bill,congress,planned,conservatives,funds,parenthood,reuters,week,funding,obama,house,government,boehner,stopgap,business,fiscal,military,measure,minutes,federal,delayed,democrats,move,deadline,senate,fellow,thomson,shutdown,washington,republicans,information,domestic,lifting,finance,fetal,shutdowns,demands,dec,threats,worlds,nasdaq,liberals,alerts,television,votes,digital,clearing,lawmakers
87,news,rousseff,fiscal,reuters,brazils,business,economy,economic,structural,president,largest,difficulties,world,minutes,delayed,spending,agency,corruption,scandal,administration,political,united,thomson,confidence,countrys,rating,nations,downgrade,current,brazil,information,serious,quarters,circumstances,nomiyama,cut,stability,budget,reducing,finance,impact,company,characterized,credit,allies,worlds,nasdaq,investors,alerts,television
88,news,rousseff,reuters,business,fiscal,minutes,delayed,united,thomson,nations,information,finance,allies,worlds,nasdaq,investors,alerts,television,dilma,plan,economic,digital,massive,brazils,video,president,able,international,providing,largest,difficulties,party,world,technology,platforms,interactive,whats,punished,involving,market,handbook,speaking,pull,life,york,headline,list,monday,crimes,funds
89,fiscal,season,pass,resorts,million,obviously,growth,strong,results,resort,market,perisher,seeing,city,business,sales,park,vail,utah,ski,ebitda,reported,guests,australia,guidance,expect,australian,colorado,markets,yes,real,estate,currency,destination,expectations,tahoe,call,uk,net,acquisition,opportunity,mountain,continue,cash,economy,canada,lodging,international,strength,industry
90,sales,quarter,fiscal,million,products,tax,loss,expense,net,future,compared,stock,investment,preferred,company,deferred,accounting,prettybrook,growth,assets,results,lower,operating,acquisition,forward,time,dividend,gross,call,weve,strategic,fourth,dynatronics,increased,shareholders,inventory,line,capital,conference,result,companys,international,cost,conversion,financial,rules,related,profits,statements,recorded
91,fiscal,growth,latin,countries,prices,policy,chile,commodity,six,environment,policies,peru,america,crisis,financial,difficult,colombia,economic,larger,mexico,credibility,spending,public,debt,role,uncertain,structural,adjustment,uruguay,pro,alpha,frameworks,government,chart,seeking,external,brazil,balance,revenue,play,addition,gdp,regional,slowdown,macroeconomic,led,fund,importance,ensure,period
92,government,business,projects,company,contract,infrastructure,companies,investors,lot,example,spending,jobs,people,cities,sector,money,pro,alpha,thats,seeking,contracts,revenue,bank,type,governments,world,level,issue,businesses,look,private,electric,time,completed,thank,risk,exposure,public,creation,impact,economy,taxes,politics,form,im,recent,military,create,analyze,politicians
93,news,spending,billion,government,euros,capital,projects,reuters,tuesday,dublin,increase,cut,budget,average,business,plan,irish,economic,putting,minutes,delayed,ballot,november,increasing,transport,rail,available,kenny,thomson,ireland,election,call,information,voters,finance,planned,third,parliament,halpin,coalition,worlds,nasdaq,europe,opinion,spend,spent,economy,minister,gradually,alerts
94,news,bank,fiscal,reuters,percent,central,reserves,kenyas,njoroge,position,rate,governor,billion,treasury,july,exchange,budget,business,international,minutes,ample,delayed,monetary,banks,financial,import,shilling,sept,forecast,cover,foreign,thomson,deficit,months,june,debt,information,taking,domestic,starts,stability,finance,worlds,seeks,nasdaq,prudence,alerts,television,below,fx
95,fiscal,million,sales,quarter,customers,expect,international,fourth,business,line,revenue,net,compared,additional,product,government,segment,call,believe,potential,bft,opportunities,microwave,operating,achieved,time,contracts,income,systems,army,comtech,communications,conference,continue,military,companys,overthehorizon,expected,looking,expenses,growth,related,products,earth,provide,market,lower,heights,satellite,consolidated
96,news,bill,congress,spending,house,limit,speaker,fiscal,reuters,wednesday,government,issues,boehner,senate,debt,business,minutes,delayed,oct,tuesday,consider,john,stopgap,thomson,september,washington,information,reporter,finance,shutdowns,dec,publicly,breached,worlds,disarray,nasdaq,temporary,alerts,television,borrowing,plan,david,digital,boehners,rocked,avert,october,mcconnell,video,advance
97,spending,news,capital,billion,euros,government,reuters,projects,increase,business,gradually,percent,dublin,growing,ireland,cut,budget,average,economy,plan,irish,economic,infrastructure,minutes,delayed,recovery,tuesday,investment,increasing,transport,rail,annual,output,available,thomson,prudent,information,voters,govt,finance,planned,third,halpin,dearth,worlds,nasdaq,europe,spend,minister,alerts
98,news,spending,house,senate,washington,budget,fiscal,mcconnell,obama,government,boehner,leader,negotiations,reuters,week,congress,wednesday,white,majority,john,talks,business,twoyear,president,democratic,minutes,bill,delayed,oct,tuesday,democrats,prevent,congressional,speaker,reporters,capitol,thomson,bipartisan,told,shutdown,soon,mitch,deal,information,kevin,stability,topline,finance,dec,worlds
99,percent,news,spending,consumer,economy,reuters,rate,inflation,fed,month,rose,investors,report,prices,august,increased,increase,business,quarter,grew,economic,earlier,key,minutes,market,delayed,girard,core,monday,personal,rates,annual,michelle,signs,firmed,thomson,feds,despite,july,energy,information,corrects,domestic,finance,third,remained,concerns,worlds,step,trend
100,fiscal,gdp,figure,policy,nber,cbo,scale,source,tax,cuts,bea,budget,economy,gray,log,blue,calculations,authors,share,potential,recession,data,defined,dates,crisis,monetary,red,boom,prices,shaded,ten,rate,arra,growth,adjusted,textbook,stimulus,econbrowser,cyclically,cpi,quarter,balance,economic,massive,larger,weight,imf,ive,left,outlook
101,trade,tpp,policy,vote,congress,balanced,public,fiscal,president,tpa,issues,negotiations,deals,democratic,political,deficits,time,real,agreement,july,context,purpose,administration,american,week,money,partnership,houses,coming,book,completion,getting,government,august,private,notice,michael,election,months,published,deal,congressmen,economy,politico,intent,october,lame,free,transpacific,impacts
102,percent,news,fiscal,gdp,billion,deficit,reuters,surplus,bulgaria,rose,finance,business,bank,levs,minutes,delayed,expects,period,compared,august,thomson,ago,information,domestic,partly,revenue,due,ministry,worlds,nasdaq,alerts,television,eus,digital,faster,poorest,commercial,previous,european,video,lender,meet,pegging,eight,international,sofia,providing,pushed,largest,world
103,defense,news,spending,carter,obama,bill,billion,funds,budget,reuters,veto,war,national,policy,sought,pentagon,business,base,form,limits,president,minutes,reforms,money,federal,congress,delayed,oco,avoid,committees,compromise,dollars,thomson,told,caps,written,information,taking,question,short,finance,billions,worlds,seeks,nasdaq,socalled,alerts,television,recommended,digital
104,news,spending,billion,rousseff,reuters,congress,delayed,vetoes,reais,judiciary,business,voting,brazils,president,minutes,bill,agency,wednesday,government,delays,vetoed,bills,primary,thomson,deficit,employees,cunha,information,budget,finance,average,status,worlds,octobers,hefty,nasdaq,alerts,television,dilma,renan,digital,elections,earlier,video,wages,calheiros,international,providing,motives,parties
105,news,oct,policy,reuters,japan,business,economic,week,minutes,delayed,monetary,japans,difficult,ease,thomson,yamamoto,boj,information,finance,static,due,bank,worlds,nasdaq,shinzo,alerts,television,digital,fiscal,october,coghill,video,governments,abes,international,abenomics,providing,largest,party,world,kim,technology,kaori,manufacturers,outlook,premier,platforms,improve,interactive,worsened
106,news,budget,deficit,structural,valdes,reuters,spending,government,finance,business,balance,goal,bachelet,minister,minutes,delayed,percent,achieving,journalists,administration,thomson,thursday,debt,zero,chiles,information,comments,chilean,domestic,widely,reducing,outlines,impact,quarter,main,worlds,nasdaq,stated,economy,education,gradually,alerts,television,plan,economic,digital,factors,delivered,video,governments
107,news,spending,democrats,bill,republicans,military,funds,house,defense,reuters,measures,vote,policy,budget,business,ndaa,discretionary,minutes,delayed,obama,irresponsible,future,appropriations,authorization,senate,billion,national,meant,thomson,thursday,passed,programs,information,clouded,sweeping,domestic,finance,hostage,resisting,due,constraints,worlds,nasdaq,alerts,television,plan,voted,votes,digital,measure
108,news,spending,bill,house,defense,budget,reuters,democrats,policy,republicans,business,voted,minutes,delayed,obama,funds,authorization,billion,thomson,passed,information,clouded,sweeping,domestic,finance,ndaa,constraints,worlds,nasdaq,discretionary,alerts,television,digital,military,measure,video,president,international,providing,largest,party,world,technology,platforms,interactive,allow,whats,pentagons,market,handbook
109,news,spending,percent,household,economy,reuters,august,increase,boj,bank,consumers,economists,market,forecasts,oct,government,sales,annual,consumer,ease,rose,japan,domestic,business,suggests,gains,minutes,month,delayed,estimate,pct,median,price,yryr,miyagawa,slightly,central,inflation,recession,expect,policy,thomson,survey,bought,meeting,aug,cars,car,information,picks
110,bebe,fiscal,shares,companys,stock,company,million,sales,share,time,liquidity,losses,guidance,bebes,trading,founder,pro,alpha,dollar,look,sell,seeking,speculative,balance,progress,huge,repurchase,product,received,stocks,indefinitely,comp,operating,thank,supply,past,overhang,months,increase,margins,finance,bright,equivalents,investors,news,im,recent,lack,value,shortly
111,rousseff,news,fiscal,government,accounts,delays,reuters,impeachment,court,delayed,decree,ruling,ahead,tcu,rousseffs,public,business,lawmakers,brazils,strengthen,minutes,backpedaling,practice,staterun,friday,prosecutors,administration,billion,payments,social,thomson,countrys,programs,nations,presidential,information,allegations,ammunition,paying,reducing,finance,savings,critical,company,attempt,coalition,strip,presidency,worlds,bans
112,news,obama,congress,spending,house,bill,budget,fiscal,reuters,funds,government,white,republicans,christmas,business,president,minutes,delayed,barack,agency,pass,thomson,washington,caps,deep,current,information,serious,domestic,finance,savings,shutdowns,dec,due,worlds,nasdaq,disagreement,economy,flirt,alerts,television,differences,digital,military,lawmakers,negotiations,october,extending,video,international
113,news,infrastructure,osborne,funds,labour,billion,pounds,britain,government,policy,minister,pension,reuters,invest,manchester,finance,business,im,wage,british,international,elizabeth,party,fund,minutes,delayed,piper,six,austerity,investment,opposition,built,help,policies,pooling,osbornes,local,england,wealth,centre,thomson,conference,support,development,ground,treasury,leader,information,suffered,protecting
114,budget,defense,spending,dod,northrop,fy,request,presentation,below,funding,systems,contractor,source,northrops,program,programs,air,force,dods,procurement,look,rdte,increase,cyclical,grumman,contractors,service,pro,alpha,system,future,projected,weapons,seeking,lockheed,electronic,navy,base,martin,article,largest,key,weve,graphic,fund,low,particular,line,cost,receive
115,european,capital,infrastructure,cmu,funds,markets,companies,investment,insurers,pension,eu,bonds,insurance,market,pro,alpha,union,seeking,bank,investors,funding,commission,mediumsized,eurocrats,thank,smes,debt,vision,shortly,contact,product,source,announced,businesses,investments,government,forward,look,newly,share,financial,financing,formed,europes,please,individual,ready,longterm,maybe,stock
116,news,spending,bill,defense,senate,budget,democrats,military,reuters,obama,funds,authorization,vote,national,mccain,republicans,business,ndaa,passage,minutes,delayed,veto,irresponsible,future,house,security,billion,john,policy,thomson,republican,senator,department,passed,programs,deal,information,clouded,domestic,finance,hostage,clintons,constraints,worlds,nasdaq,discretionary,alerts,television,candidate,david
117,news,rousseffs,brazils,reuters,congress,raise,spending,accounts,government,vetoes,bills,billion,reais,business,attempt,rousseff,minutes,delayed,cabinet,wednesday,time,thomson,support,information,findings,budget,finance,judiciary,third,balance,status,coalition,allies,worlds,centerright,hefty,nasdaq,proceedings,alerts,television,dilma,taxes,crucial,charge,votes,digital,thwart,fiscal,plug,decision
118,data,construction,manufacturing,spending,growth,ism,below,annualized,investment,time,billion,activity,investors,pro,alpha,prices,residential,basis,housing,fixed,seeking,levels,near,economy,nonresidential,worth,manufacturers,meanwhile,bureau,recovery,commodity,consider,look,rate,noting,demand,thank,census,trillion,assume,critical,impact,strongest,remain,economic,gdp,continues,million,reached,shortly
119,news,reuters,spending,business,rousseff,minutes,congress,delayed,vetoes,thomson,uphold,information,finance,worlds,nasdaq,alerts,television,dilma,am,digital,lawmakers,brazils,impossible,video,president,radio,international,providing,confident,largest,difficulties,world,expressed,brazilian,technology,platforms,raise,interactive,whats,market,handbook,oct,life,headline,list,funds,coming,disproportionately,agency,mutual
120,news,reuters,business,minutes,congress,delayed,spending,government,vetoes,thomson,information,finance,worlds,nasdaq,alerts,television,dilma,digital,bolster,lawmakers,voting,brazils,video,reshuffle,president,international,boadle,providing,largest,world,technology,week,platforms,interactive,bill,failed,whats,market,handbook,reporting,oct,life,headline,list,funds,position,agency,mutual,accounts,personal
121,quarter,fiscal,thats,million,sales,little,aerospace,dont,story,actually,total,park,bit,compared,electronics,august,maybe,mean,talking,talk,company,okay,engine,share,onetime,call,matt,am,customers,product,programs,ge,look,companies,terms,yes,asia,purchase,shares,revenue,products,lot,lower,theyre,thanks,special,thank,program,five,aggregate
122,spending,gasoline,prices,gas,data,study,consumer,jp,morgan,consumers,real,savings,individuals,report,households,lower,pump,americans,dollar,chase,time,economics,comments,credit,spend,spent,economy,news,economic,debit,earlier,largest,example,overall,oil,cents,pay,institute,save,patterns,send,based,according,cautious,saved,analysis,cash,windfall,energy,ceo
123,policy,seeking,keynesian,economic,alpha,monetary,economics,qe,developed,produce,austrian,pro,government,policies,economies,bank,economy,produced,solution,apparently,theories,term,leave,central,deficits,thank,behavioral,debt,short,theory,presently,fit,fiscal,decision,purpose,governments,shortly,article,contact,world,product,provide,money,cycles,link,escape,move,velocity,test,forward
124,quarter,million,fiscal,sales,beauty,business,foreign,continue,results,impact,call,compared,currency,product,growth,revenue,expect,healthy,savings,inventory,outlook,margin,half,acquisition,share,thank,directions,maybe,information,income,net,diluted,strong,financial,time,thats,pleased,products,comparison,line,conference,exchange,quarters,weve,period,talk,dollar,retail,range,please
125,infrastructure,investors,percent,billion,clark,global,logistics,countries,seeking,regional,zone,spending,pro,alpha,freeport,investment,expected,attract,southeast,economic,recent,report,philippines,indonesias,forefront,boom,indonesia,asian,markets,government,growth,projects,thank,region,development,defined,business,base,spend,gdp,land,accounting,shortly,construction,contact,export,product,widodo,market,performance
126,news,fiscal,reuters,shutdown,drama,business,default,fed,minutes,congress,delayed,york,government,journalists,thomson,confidence,debt,information,nomiyama,finance,policymaker,worlds,nasdaq,economy,alerts,television,lockhart,digital,waded,video,president,international,providing,spicer,saying,worse,largest,world,atlanta,technology,platforms,interactive,lot,federal,whats,students,nov,market,handbook,reporting
127,government,news,libya,unity,united,national,western,reuters,proposed,political,agreement,country,nations,business,allies,governments,international,minutes,statement,peace,delayed,hard,delays,chaos,thomson,people,deal,information,uprising,stability,finance,enter,muammar,worlds,nasdaq,advantage,community,alerts,television,envoy,digital,form,parliaments,settlement,terrorists,un,bernardino,recognized,internationally,october
128,spending,ministry,government,billion,projects,saudi,finance,news,budget,reuters,money,oil,cuts,bodies,arabia,sources,project,delayed,percent,cancelled,prices,unspent,financial,allocated,riyadh,past,told,months,transfer,widely,business,remained,released,worlds,economy,plan,military,transformation,earlier,mean,international,freedom,economist,tighter,bonuses,fund,minutes,record,invested,believed
129,home,consumer,spending,depot,quarter,households,average,fiscal,worth,pro,alpha,liquidity,seeking,net,market,transaction,look,tickets,sales,thank,continue,sentiment,quarters,third,bank,earlier,consistent,hit,shortly,improvement,contact,report,key,ticket,product,provide,record,retailer,boost,lower,highincome,period,robust,rising,strong,prices,markets,expectation,forward,rates
130,government,reforms,news,economic,sector,demands,reuters,tunisia,political,social,tensions,public,reform,minister,lenders,lack,international,urgent,raise,percent,officials,essid,essids,tourism,foreign,billion,especially,struggling,delivering,stability,critical,business,coalition,labor,economy,de,attacks,gdp,negotiations,wages,ennahda,parties,world,week,banque,situation,fund,minutes,month,lagarde
131,trillion,news,sanders,reuters,breakingviews,spending,tax,business,revenue,cost,percent,government,bring,bernie,economy,taxes,free,minutes,indiviglio,market,delayed,daniel,system,calculates,based,college,healthcare,thomson,decade,hole,isnt,current,socialist,presidential,clinton,information,budget,lifting,finance,trains,dig,trading,todays,worlds,hefty,daycare,trend,nasdaq,spend,alerts
132,news,reuters,spending,tax,spain,budget,finance,business,minutes,offset,delayed,including,security,revenues,social,thomson,deficit,regions,increased,cancel,information,revenue,worlds,nasdaq,minister,alerts,television,de,digital,gap,european,video,meet,international,guindos,providing,income,saying,largest,world,overshooting,technology,dowsett,platforms,interactive,whats,market,handbook,reporting,oct
133,fiscal,lightweight,quarter,products,sales,private,thank,business,dont,performance,earnings,oildri,china,label,product,market,lower,accounts,rate,benefit,share,time,opportunity,sort,am,million,antibiotics,price,ron,category,brand,antibiotic,growth,fourth,reported,dan,investors,food,im,companys,animal,major,perspective,investment,probably,forward,look,scoopable,privatelabel,transcript
134,news,berlin,refugees,reuters,gabriel,spending,stimulus,package,business,economy,minutes,delayed,germanys,thomson,increased,role,information,taking,finance,billions,worlds,nasdaq,planning,minister,education,alerts,television,play,outside,effect,digital,kindergartens,wait,october,video,international,compound,providing,lageso,largest,world,technology,queue,sigmar,platforms,biggest,interactive,invest,whats,euros
135,percent,news,spending,growth,refugees,government,economy,reuters,rise,ministry,gabriel,expects,german,demand,consumer,domestic,business,main,berlin,largest,minutes,arrivals,employment,euros,market,delayed,lower,euro,germany,prices,markets,private,forecast,time,cheaper,foreign,billion,thomson,despite,trade,weaker,information,finance,billions,freeing,due,worlds,nasdaq,planning,minister
136,percent,news,economy,growth,government,ministry,reuters,markets,german,forecast,business,largest,respectively,minutes,delayed,spending,thomson,china,emerging,increase,information,domestic,finance,due,worlds,nasdaq,minister,alerts,television,berlin,economic,grow,digital,april,video,confirmed,international,refugees,providing,slowdown,bonds,world,cyclical,technology,gabriel,sigmar,outlook,gains,platforms,interactive
137,news,spending,fiscal,economy,percent,reuters,lot,boost,mchale,council,tax,government,past,cut,finance,expansionary,business,irish,gdp,european,minutes,dont,overheating,mistakes,delayed,echoes,irelands,rte,rules,billion,plans,national,thomson,deficit,capacity,unfortunately,spare,watchdog,windfall,information,unbuilt,accused,domestic,budget,planned,outlined,shown,carefully,halpin,due
138,tax,news,sales,revenue,food,debt,spending,percent,rates,yen,reuters,lower,government,aoki,japans,hike,trillion,public,business,economy,governments,party,minutes,boost,households,burden,delayed,ruling,nationwide,agency,exempt,costs,thomson,rating,scheme,information,multiple,pile,japan,worries,worried,finance,borsuk,impact,due,worlds,progress,nasdaq,minister,shinzo
139,walmart,news,fiscal,stores,business,percent,share,sales,earnings,company,grocery,reuters,market,dollar,markets,pickup,forecast,billion,chief,january,planned,fullyear,revenue,due,worlds,wages,inc,largest,technology,minutes,delayed,lower,drop,competition,service,announced,performance,decline,prices,investments,amazoncom,financial,mcmillon,growth,thomson,shares,investing,stock,meeting,june
140,walmart,percent,stores,news,fiscal,business,price,markets,share,sales,shares,foran,reuters,drop,earnings,growth,billion,chief,january,company,wages,service,dollar,decline,target,prices,including,current,planned,worlds,nathan,investors,international,inc,grocery,largest,improve,minutes,doug,ramakrishnan,market,reporting,delayed,lower,amazon,competition,slower,spending,oneday,executive
141,news,pension,illinois,fiscal,payments,funds,delay,budget,reuters,munger,revenue,money,delayed,billion,cash,business,comptroller,bonds,largest,fund,minutes,chicago,teachers,pay,crunch,trs,retirement,governor,spokesman,payment,thomson,told,five,information,flow,finance,planned,credit,due,worlds,imperil,nasdaq,alerts,television,lowest,effect,digital,bolster,lawmakers,lack
142,million,business,quarter,fiscal,fourth,chemicals,sales,adjusted,ebitda,growth,compared,due,electronic,call,prior,creosote,lubricants,lower,restructuring,earnings,valtex,industrial,addition,segment,todays,kmg,global,margin,tax,operations,cash,market,strong,guidance,penta,conference,results,information,impact,offset,integration,financial,expect,thank,primarily,expense,margins,am,continued,chris
143,debt,treasury,congress,limit,budget,spending,payments,government,cut,federal,default,ceiling,money,pay,house,deficit,cash,spend,nov,run,mandatory,wont,wsj,security,time,bills,social,medicare,increase,economy,discretionary,investors,borrowing,fiscal,lawmakers,ignorance,debtlimit,measures,white,questions,real,policy,economics,isnt,gold,comments,paying,borrow,credit,bank
144,government,fiscal,economic,fitch,debt,outlook,negative,political,site,bbb,brazils,growth,brazil,follow,link,banned,policy,international,recession,risks,trading,gdp,fitchs,burden,confidence,rating,domestic,economy,governments,forecasts,materially,downgraded,ratings,consolidation,environment,financial,rate,deeper,time,external,continue,continued,difficulty,prospects,respectively,low,lower,spending,surplus,median
145,government,thu,americans,believe,site,corruption,time,people,follow,link,banned,legal,dont,corrupt,system,control,power,financial,fear,citizenry,gubmint,elite,trading,etc,politicians,america,money,own,trust,govtstate,nature,tesla,political,notice,read,justice,limited,policy,wealth,media,bad,buy,zero,natural,hedge,cancer,honesty,govt,researchers,controlling
146,billion,news,budget,deficit,fiscal,percent,treasury,reuters,domestic,business,month,federal,spending,surplus,government,financial,debt,borrowing,lowest,earlier,receipts,crisis,minutes,delayed,congressional,term,deadline,forecast,defense,outlays,thomson,days,department,trillion,september,thursday,programs,washington,caps,republicans,deal,information,rose,reported,stability,finance,dec,average,adjustments,revenue
147,sales,quarter,fiscal,million,fourth,currency,product,net,wd,business,margin,foreign,gross,results,exchange,call,rates,due,cost,growth,continue,markets,increased,specialist,share,emea,products,earnings,reported,impact,shares,distribution,primarily,multiuse,doing,heard,company,todays,income,decreased,line,global,dollar,diluted,investment,promotional,time,total,information,pound
148,gdp,crisis,fiscal,policy,permanent,effects,trend,evidence,paper,pro,alpha,growth,seeking,debt,using,world,summers,monetary,larry,look,demand,thank,logic,economy,argues,else,recent,shortly,hypothesis,crises,contact,expenditures,product,economists,depends,spending,investment,government,forward,financial,seen,sound,deficient,advice,output,individual,possibility,longterm,rogoff,persistence
149,financial,policy,fiscal,initiatives,money,rates,zero,monetary,stimulus,impact,economist,recovery,hedged,dictum,benefits,government,stability,opinion,federal,efforts,pro,alpha,tarp,bailout,look,success,seeking,banking,act,postings,mark,piece,failure,street,bailed,lumping,provide,constituency,quote,alan,blinder,noting,directed,thank,designed,beneficiaries,analysis,role,quantitative,expansionary
150,news,policy,fiscal,reuters,euro,expansive,nowotny,business,bank,economic,zone,minutes,delayed,interview,ewald,thomson,information,finance,policymaker,worlds,nasdaq,alerts,television,structural,digital,suggesting,european,secure,video,international,providing,largest,world,technology,platforms,interactive,reforms,austrian,whats,market,handbook,austria,life,headline,list,monday,funds,restrictive,agency,mutual
151,news,fiscal,reuters,business,minister,barbosa,paulo,minutes,delayed,target,government,thomson,information,budget,finance,worlds,nasdaq,planning,alerts,television,digital,decision,video,solution,international,providing,reignite,largest,world,brazilian,technology,spoke,platforms,sidelines,interactive,writing,parrabernal,whats,franklin,erick,market,handbook,reporting,oct,lower,noin,life,headline,list,monday
152,news,fiscal,illinois,fitch,budget,reuters,delayed,rating,result,business,credit,level,minutes,bbbplus,impasse,thomson,information,finance,revenue,due,worlds,nasdaq,alerts,television,remain,barometer,structural,pension,digital,locked,rollback,gap,challenges,bruce,million,citing,video,dropped,international,fewer,providing,comptroller,income,jan,bonds,largest,world,technology,week,meanwhile
153,mon,budget,fiscal,illinois,site,spending,billion,deficit,pension,follow,link,banned,current,chicago,enacted,debt,balance,economic,gap,america,pensions,lead,money,flexibility,theyre,revenues,approximately,liabilities,rating,bbb,ceo,revenue,temporary,free,fund,financial,expected,taxpayers,time,action,shit,fitch,accumulated,onetime,cash,hedge,cut,business,credit,est
154,sales,fiscal,quarter,million,weve,continue,business,stores,company,initiatives,system,share,growth,rate,basis,positive,look,slide,question,talk,markets,thats,franchise,line,little,development,increase,able,brand,drive,level,drivein,forward,past,call,store,samestore,market,driveins,seeing,bit,impact,strong,investment,pops,improvement,tax,strategy,earnings,fourth
155,government,news,energy,liberal,reuters,investment,markets,trudeau,conservative,uncertainty,business,economy,canada,plan,infrastructure,international,sector,minutes,stocks,market,canadian,delayed,spending,victory,smith,conservatives,run,manager,portfolio,win,changes,currency,majority,balanced,thomson,election,bring,information,turfing,govt,budget,finance,coast,resounding,trading,worlds,gordon,nasdaq,liberals,community
156,government,news,libya,unity,armed,national,reuters,tripoli,deal,un,rejected,elected,libyas,parliament,lawmakers,recognized,gnc,proposed,house,former,united,representatives,draft,business,eu,european,international,minutes,hardliners,faction,delayed,proposal,council,tuesday,haftar,factions,including,union,vote,leaders,thomson,agreement,gaddafi,conflict,nations,role,information,finance,day,status
157,spending,economy,gdp,economic,fiscal,billion,stimulus,counterfactual,study,form,discussed,infrastructure,resources,figure,tax,half,government,instead,slightly,financial,policies,based,projects,response,budget,actual,extant,performed,shown,billions,attempt,trending,milton,foundation,econometric,gray,black,nest,taxes,faith,ch,ex,gw,tv,reading,unemployment,massive,scale,factors,borrows
158,etf,spending,performance,ad,tv,asset,rose,quarter,hub,networks,class,scripps,sni,nyse,yield,broadcast,flat,nysesni,dis,screener,upfronts,nasdaq,themes,screen,classes,news,et,sa,yy,evolution,gtn,editor,localfocused,jason,inc,key,interactive,lot,mdp,meg,stocks,swath,debates,etfs,cable,market,search,oct,index,talk
159,dividend,psecs,fiscal,distributions,psec,cumulative,nii,quarterly,test,net,companys,ratio,quarter,icti,balance,undistributed,reference,million,uti,fourth,quarters,red,table,share,third,payout,respectively,based,rate,analysis,coverage,sustainability,figure,article,believe,monthly,company,irc,income,prior,tests,capital,tax,investment,material,results,information,dividends,using,factor
160,fiscal,impeachment,cunha,president,political,nato,war,site,rousseff,wed,follow,link,request,inflation,banned,future,accounts,house,time,govt,economic,estado,heres,lower,corruption,deficit,process,cant,brazil,budget,dilma,eduardo,world,situation,dont,opposition,government,calls,real,policy,months,file,cut,howdydoody,trading,bank,step,passthrough,investors,news
161,commission,news,fiscal,european,eu,euro,governments,zone,board,reuters,national,budget,finance,business,international,minutes,delayed,proposed,budgets,body,wednesday,rules,thomson,experts,monitor,public,commissions,finances,information,borrow,relax,portugal,bank,worlds,nasdaq,europe,spend,alerts,television,remain,sharing,economic,charge,digital,correct,video,laws,valdis,putting,president
162,monetary,policy,growth,euro,inflation,economic,draghi,qe,site,thu,annual,demand,quarter,follow,link,governing,rates,rate,banned,risks,fiscal,market,council,recovery,financial,loans,continue,domestic,credit,structural,outlook,households,supported,oil,august,policies,december,developments,analysis,meeting,september,gold,information,trading,ecb,particular,reforms,downside,price,prices
163,fiscal,policy,bank,dominance,brazils,rates,inflation,brazil,central,economist,monetary,debt,economy,economic,level,percent,government,rate,time,debate,data,comments,budget,crisis,world,reuters,economists,scenario,situation,market,fueled,prices,threat,instead,links,consensus,currency,comment,recession,public,exchange,ago,information,empty,question,clouded,worried,stability,disaster,editors
164,fiscal,myths,government,money,campaign,mainstream,agenda,economic,memes,smith,book,truths,social,policy,deficit,media,debt,firestone,attacks,joe,senators,proposals,frames,pay,responsibility,possibly,yves,political,policies,afford,john,east,middle,capitalism,wrong,program,people,gone,budget,day,estate,taxes,perspectives,failure,governments,household,supporters,parties,defenses,globalization
165,margin,fiscal,growth,revenue,margins,company,expansion,investments,following,online,operating,range,edus,economy,yy,lead,oriental,edu,education,eps,positive,price,target,based,segment,cash,business,oo,pe,companys,actually,solid,net,expectations,pro,valuation,alpha,bottomed,beyond,basis,billion,seeking,management,increased,balance,reports,million,prospects,offline,expects
166,quarter,rd,fiscal,product,contract,million,nve,sales,revenue,company,corporation,expense,eps,business,decrease,compared,half,management,technology,internallyfunded,pro,alpha,future,declined,expect,seeking,development,programs,analysts,increase,result,quarters,third,discreet,investors,shareholders,companys,beat,income,yearoveryear,expecting,details,baker,resources,six,range,nves,share,potential,based
167,news,budget,federal,uae,spending,reuters,emirates,oil,prices,billion,business,international,minutes,delayed,agency,cabinet,slightly,arab,individual,thomson,deficit,country,energy,information,cut,reported,reducing,finance,worlds,nasdaq,alerts,television,plan,addition,expenditure,digital,suggests,fiscal,decision,gasoline,video,subsidies,dirham,gulf,providing,linked,post,largest,world,russell
168,infrastructure,canada,investors,spending,billion,liberal,construction,party,transit,coming,government,price,flyer,canam,projects,election,montreal,million,inc,sector,federal,engineering,pro,alpha,global,investments,forward,includes,industry,look,green,wsp,steel,housing,social,supply,seeking,offers,information,canadas,snclavalin,parties,largest,canadian,options,facilities,tsx,benefit,based,winners
